time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal,is_heating
1687859014.661712067s,48,26.5,26.25,25.6875,23.25,25.75,true
1687859014.668678001s,48,26.5,26.25,25.6875,23.25,25.75,true
1687859014.676766924s,48,26.5,24,25.6875,23.25,25.75,true
1687859014.684878847s,48,26.5,24,25.6875,23.25,25.75,true
1687859014.692377776s,48,26.5,24,25.6875,23.25,25.8125,true
1687859014.701033694s,48,26.5,24,25.6875,23.25,25.8125,true
1687859014.708629622s,48,26.5,24,25.6875,23.25,25.8125,true
1687859014.716433548s,48,26.5,24,25.6875,23.25,25.8125,true
1687859014.725105466s,48,26.5,24,25.6875,23.75,25.8125,true
1687859014.73311339s,48,26.5,24,25.6875,23.75,25.8125,true
1687859014.740379321s,48,26.5,24,25.6875,23.75,25.8125,true
1687859014.749019239s,48,26.5,24,25.6875,23.75,25.8125,true
1687859014.756537168s,48,26.5,21.75,25.6875,23.75,25.8125,true
1687859014.765131086s,48,26.5,21.75,25.6875,23.75,25.8125,true
1687859014.772974012s,48,26.5,21.75,25.6875,23.75,25.8125,true
1687859014.78057994s,48.25,26.5,21.75,25.6875,23.75,25.8125,true
1687859014.788433865s,48.25,26.5,21.75,25.6875,23.75,25.8125,true
1687859014.796979784s,48.25,26.5,21.75,25.75,23.75,25.8125,true
1687859014.804517713s,48.25,26.5,21.75,25.75,23.25,25.8125,true
1687859014.81318563s,48.25,26.5,21.75,25.75,23.25,25.8125,true
1687859014.821064556s,48.25,26.5,21.75,25.75,23.25,25.8125,true
1687859014.828788482s,48.25,26.5,25.25,25.75,23.25,25.8125,true
1687859014.836363411s,48.25,26.5,25.25,25.75,23.25,25.8125,true
1687859014.98825197s,48.25,26.5,22.5,25.6875,24.75,25.8125,true
1687859014.996402893s,48.25,26.5,22.5,25.6875,24.75,25.8125,true
1687859015.00514081s,48.25,26.5,22.5,25.6875,24.75,25.8125,true
1687859015.012689739s,48.25,26.5,22.5,25.6875,24.75,25.8125,true
1687859015.020333666s,48.25,26.5,22.5,25.6875,24.75,25.8125,true
1687859015.028948584s,48.25,26.5,22.5,25.6875,23.75,25.8125,true
1687859015.036955508s,48.25,26.5,22.5,25.6875,23.75,25.8125,true
1687859015.045111431s,48.25,26.5,22.5,25.6875,23.75,25.8125,true
1687859015.05262336s,48.25,26.5,23.5,25.6875,23.75,25.8125,true
1687859015.213031839s,48.5,26.4375,24,25.6875,24.75,25.75,true
1687859015.22025077s,48.5,26.4375,24,25.6875,24.75,25.75,true
1687859015.229011687s,48.5,26.4375,24,25.6875,24.75,25.75,true
1687859015.236543616s,48.5,26.4375,24,25.6875,24.75,25.75,true
1687859015.245131534s,48.5,26.4375,24,25.6875,23.75,25.75,true
1687859015.25293346s,48.5,26.4375,24,25.6875,23.75,25.75,true
1687859015.260551388s,48.5,26.5,24,25.6875,23.75,25.75,true
1687859015.269175306s,48.5,26.5,24,25.6875,23.75,25.75,true
1687859015.276708235s,48.5,26.5,22.25,25.6875,23.75,25.75,true
1687859015.285308153s,48.5,26.5,22.25,25.6875,23.75,25.75,true
1687859015.293221078s,48.5,26.5,22.25,25.6875,23.75,25.75,true
1687859015.301008004s,48.5,26.5,22.25,25.6875,23.75,25.75,true
1687859015.308804931s,48.5,26.5,22.25,25.6875,23.75,25.75,true
1687859015.318193842s,48.5,26.5,22.25,25.6875,23.75,25.75,true
1687859015.32465778s,48.5,26.5,22.25,25.6875,24,25.75,true
1687859015.333548696s,48.5,26.5,22.25,25.6875,24,25.75,true
1687859015.340729628s,48.5,26.5,22.25,25.6875,24,25.75,true
1687859015.349302547s,48.5,26.5,25,25.6875,24,25.75,true
1687859015.357084473s,48.5,26.5,25,25.6875,24,25.75,true
1687859015.365359394s,48.5,26.5,25,25.6875,24,25.8125,true
1687859015.373281319s,48.5,26.5,25,25.6875,24,25.8125,true
1687859015.380994246s,48.5,26.5,25,25.6875,24,25.8125,true
1687859015.388575174s,48.5,26.5,25,25.6875,24,25.8125,true
1687859015.397163093s,48.5,26.5,25,25.6875,23.75,25.8125,true
1687859015.404731021s,48.5,26.5,25,25.6875,23.75,25.8125,true
1687859015.412377948s,48.5,26.5,25,25.6875,23.75,25.8125,true
1687859015.421006867s,48.5,26.5,25,25.6875,23.75,25.8125,true
1687859015.42908979s,48.5,26.5,25,25.6875,23.75,25.8125,true
1687859015.436621719s,48.5,26.5,25,25.6875,23.75,25.75,true
1687859015.445207637s,48.75,26.5,25,25.6875,23.75,25.75,true
1687859015.452734566s,48.75,26.5,25,25.6875,23.75,25.75,true
1687859015.460548492s,48.75,26.5,25,25.6875,23.75,25.75,true
1687859015.468526416s,48.75,26.5,25,25.6875,23,25.75,true
1687859015.477051335s,48.75,26.5,25,25.6875,23,25.75,true
1687859015.484610263s,48.75,26.5,25,25.6875,23,25.75,true
1687859015.493106183s,48.75,26.5,22,25.6875,23,25.75,true
1687859015.500675111s,48.75,26.5,22,25.6875,23,25.75,true
1687859015.508282039s,48.75,26.5,22,25.6875,23,25.75,true
1687859015.517399953s,48.75,26.5,22,25.6875,23,25.75,true
1687859015.524915881s,48.75,26.5,22,25.6875,23,25.75,true
1687859015.533048804s,48.75,26.5,22,25.6875,23,25.75,true
1687859015.540661732s,48.75,26.5,22,25.6875,23,25.75,true
1687859015.548303659s,48.75,26.5,22,25.6875,24,25.75,true
1687859015.556834579s,48.75,26.5,22,25.6875,24,25.75,true
1687859015.564578505s,48.75,26.5,22,25.6875,24,25.75,true
1687859015.573120424s,48.75,26.5,24.25,25.6875,24,25.75,true
1687859015.733038908s,48.75,26.5,23.5,25.75,24.75,25.75,true
1687859015.74021484s,48.75,26.5,23.5,25.75,24.75,25.75,true
1687859015.749000756s,48.75,26.5,23.5,25.75,24.75,25.75,true
1687859015.756514685s,48.75,26.5,23.5,25.6875,24.75,25.75,true
1687859015.764303611s,48.75,26.5,23.5,25.6875,24.75,25.75,true
1687859015.773126528s,48.75,26.5,23.5,25.6875,23.5,25.75,true
1687859015.780103461s,48.75,26.5,23.5,25.6875,23.5,25.75,true
1687859015.788564381s,48.75,26.5,22.5,25.6875,23.5,25.75,true
1687859015.7971433s,48.75,26.5,22.5,25.6875,23.5,25.75,true
1687859015.804696228s,48.75,26.5,22.5,25.6875,23.5,25.75,true
1687859015.812249157s,48.75,26.5,22.5,25.6875,23.5,25.75,true
1687859015.820911074s,48.75,26.5,22.5,25.6875,23.5,25.75,true
1687859015.828572002s,48.75,26.5,22.5,25.6875,23.5,25.75,true
1687859015.837659916s,48.75,26.5,22.5,25.6875,23.5,25.75,true
1687859015.844818848s,48.75,26.5,22.5,25.6875,23.75,25.75,true
1687859015.85301677s,48.75,26.5,22.5,25.6875,23.75,25.75,true
1687859015.861379691s,48.75,26.5,22.5,25.6875,23.75,25.75,true
1687859015.86883362s,48.75,26.5,25.75,25.6875,23.75,25.75,true
1687859015.876558547s,48.75,26.5,25.75,25.6875,23.75,25.75,true
1687859015.885080466s,48.75,26.5,25.75,25.6875,23.75,25.8125,true
1687859015.892614395s,48.75,26.5,25.75,25.6875,23.75,25.8125,true
1687859015.900204323s,48.75,26.5,25.75,25.6875,23.75,25.8125,true
1687859015.908587243s,48.75,26.5,25.75,25.6875,23.75,25.8125,true
1687859015.916736166s,48.75,26.5,25.75,25.6875,24.25,25.8125,true
1687859015.924320094s,48.75,26.5,25.75,25.6875,24.25,25.8125,true
1687859015.932876013s,48.75,26.4375,25.75,25.6875,24.25,25.8125,true
1687859015.940479941s,48.75,26.4375,25,25.6875,24.25,25.8125,true
1687859015.948666863s,48.75,26.4375,25,25.6875,24.25,25.8125,true
1687859015.956216791s,48.75,26.4375,25,25.6875,24.25,25.8125,true
1687859015.96478171s,49,26.4375,25,25.6875,24.25,25.8125,true
1687859015.973730625s,49,26.4375,25,25.6875,24.25,25.8125,true
1687859015.980368562s,49,26.4375,25,25.75,24.25,25.8125,true
1687859015.98906648s,49,26.4375,25,25.75,23.25,25.8125,true
1687859015.996893406s,49,26.4375,25,25.75,23.25,25.8125,true
1687859016.004437334s,49,26.4375,25,25.75,23.25,25.8125,true
1687859016.012956253s,49,26.4375,22.5,25.75,23.25,25.8125,true
1687859016.020976177s,49,26.4375,22.5,25.75,23.25,25.8125,true
1687859016.028635105s,49,26.4375,22.5,25.75,23.25,25.8125,true
1687859016.037138024s,49,26.4375,22.5,25.75,23.25,25.8125,true
1687859016.044663953s,49,26.4375,22.5,25.75,23.25,25.8125,true
1687859016.052254881s,49,26.4375,22.5,25.6875,23.25,25.8125,true
1687859016.060879799s,49,26.4375,22.5,25.6875,23.25,25.8125,true
1687859016.068553726s,49,26.4375,22.5,25.6875,24,25.8125,true
1687859016.07760764s,49,26.5,22.5,25.6875,24,25.8125,true
1687859016.085120569s,49,26.5,24.5,25.6875,24,25.8125,true
1687859016.093523489s,49,26.5,24.5,25.6875,24,25.8125,true
1687859016.253135976s,49.25,26.5,23.25,25.6875,24.75,25.75,true
1687859016.260270908s,49.25,26.5,23.25,25.6875,24.75,25.75,true
1687859016.26854083s,49.25,26.5,23.25,25.6875,24.75,25.75,true
1687859016.277042749s,49.25,26.5,23.25,25.6875,24.75,25.75,true
1687859016.284839675s,49.25,26.5,23.25,25.6875,24.75,25.75,true
1687859016.292362604s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.300895523s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.309246444s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.316785372s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.324316301s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.33283922s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.341763135s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.348422072s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.356530995s,49.25,26.5,23.25,25.6875,22.25,25.75,true
1687859016.364301922s,49.25,26.5,23.25,25.6875,23.75,25.75,true
1687859016.373071839s,49.25,26.5,23.25,25.6875,23.75,25.75,true
1687859016.380726766s,49.25,26.5,23.25,25.6875,23.75,25.75,true
1687859016.389262685s,49.25,26.5,26,25.6875,23.75,25.75,true
1687859016.396743614s,49.25,26.5,26,25.6875,23.75,25.75,true
1687859016.404917537s,49.25,26.5,26,25.6875,23.75,25.8125,true
1687859016.412719463s,49.25,26.5,26,25.6875,23.75,25.8125,true
1687859016.42033439s,49.25,26.5,26,25.6875,23.75,25.8125,true
1687859016.429575303s,49.25,26.5,26,25.6875,23.75,25.8125,true
1687859016.436712235s,49.25,26.5,26,25.6875,24.25,25.8125,true
1687859016.444843158s,49.25,26.5,26,25.6875,24.25,25.8125,true
1687859016.452399086s,49.25,26.5,26,25.6875,24.25,25.8125,true
1687859016.460613008s,49.25,26.5,23.75,25.6875,24.25,25.8125,true
1687859016.46886993s,49.25,26.5,23.75,25.6875,24.25,25.8125,true
1687859016.476389859s,49.25,26.5,23.75,25.6875,24.25,25.75,true
1687859016.484963778s,49.25,26.5,23.75,25.6875,24.25,25.75,true
1687859016.493000701s,49.25,26.5,23.75,25.6875,24.25,25.75,true
1687859016.501032625s,49.25,26.5,23.75,25.6875,24.25,25.75,true
1687859016.50893855s,49.25,26.5,23.75,25.6875,24,25.75,true
1687859016.516635477s,49.25,26.5,23.75,25.6875,24,25.75,true
1687859016.525162396s,49.25,26.5,23.75,25.6875,24,25.75,true
1687859016.532710325s,49.25,26.5,21.75,25.6875,24,25.75,true
1687859016.540337252s,49.25,26.5,21.75,25.6875,24,25.75,true
1687859016.54898417s,49.25,26.5,21.75,25.6875,24,25.75,true
1687859016.556537099s,49.5,26.5,21.75,25.6875,24,25.75,true
1687859016.564691021s,49.5,26.5,21.75,25.6875,24,25.75,true
1687859016.57223295s,49.5,26.5,21.75,25.6875,24,25.75,true
1687859016.580882868s,49.5,26.5,21.75,25.6875,24,25.75,true
1687859016.58909279s,49.5,26.5,21.75,25.6875,23.75,25.75,true
1687859016.59650472s,49.5,26.5,21.75,25.6875,23.75,25.75,true
1687859016.605059639s,49.5,26.5,25.25,25.6875,23.75,25.75,true
1687859016.612595567s,49.5,26.5,25.25,25.6875,23.75,25.75,true
1687859016.765140121s,49.5,26.5,22.25,25.6875,24.75,25.8125,true
1687859016.772277053s,49.5,26.5,22.25,25.6875,24.75,25.75,true
1687859016.78108397s,49.5,26.5,22.25,25.6875,24.75,25.75,true
1687859016.789011894s,49.5,26.5,22.25,25.6875,24.75,25.75,true
1687859016.796580823s,49.5,26.5,22.25,25.6875,24.75,25.75,true
1687859016.804745745s,49.5,26.5,22.25,25.6875,24.75,25.75,true
1687859016.812276674s,49.5,26.5,22.25,25.6875,22.75,25.75,true
1687859016.821667585s,49.5,26.5,22.25,25.6875,22.75,25.75,true
1687859016.829165514s,49.5,26.5,23.5,25.6875,22.75,25.75,true
1687859016.836336446s,49.5,26.5,23.5,25.6875,22.75,25.75,true
1687859016.989149997s,49.75,26.4375,24,25.6875,24.75,25.8125,true
1687859016.996295929s,49.75,26.4375,24,25.6875,24.75,25.75,true
1687859017.004407852s,49.75,26.4375,24,25.6875,24.75,25.75,true
1687859017.012594774s,49.75,26.4375,24,25.6875,24.75,25.75,true
1687859017.020235702s,49.75,26.4375,24,25.6875,24.75,25.75,true
1687859017.02881462s,49.75,26.4375,24,25.6875,24.75,25.75,true
1687859017.036354549s,49.75,26.4375,24,25.6875,24.25,25.75,true
1687859017.045050466s,49.75,26.5,24,25.6875,24.25,25.75,true
1687859017.052598395s,49.75,26.5,22.5,25.6875,24.25,25.75,true
1687859017.061222313s,49.75,26.5,22.5,25.6875,24.25,25.75,true
1687859017.068861241s,49.75,26.5,22.5,25.6875,24.25,25.75,true
1687859017.076395169s,49.75,26.5,22.5,25.6875,24.25,25.75,true
1687859017.084967088s,49.75,26.5,22.5,25.6875,24.25,25.75,true
1687859017.092465017s,49.75,26.5,22.5,25.75,24.25,25.75,true
1687859017.100637939s,49.75,26.5,22.5,25.75,24.25,25.75,true
1687859017.108249867s,49.75,26.5,22.5,25.75,24,25.75,true
1687859017.116768786s,49.75,26.5,22.5,25.75,24,25.75,true
1687859017.124913709s,49.75,26.5,25.25,25.75,24,25.75,true
1687859017.132440638s,49.75,26.5,25.25,25.75,24,25.75,true
1687859017.141068556s,49.75,26.5,25.25,25.75,24,25.75,true
1687859017.149154479s,49.75,26.5,25.25,25.75,24,25.75,true
1687859017.156623408s,49.75,26.5,25.25,25.75,24,25.75,true
1687859017.165221327s,49.75,26.5,25.25,25.75,24,25.75,true
1687859017.17229626s,49.75,26.5,25.25,25.75,24,25.75,true
1687859017.181171176s,49.75,26.5,25.25,25.75,23.25,25.75,true
1687859017.188754104s,49.75,26.5,25.25,25.75,23.25,25.75,true
1687859017.196996026s,49.75,26.5,24.75,25.75,23.25,25.75,true
1687859017.20500595s,49.75,26.5,24.75,25.75,23.25,25.75,true
1687859017.212584878s,49.75,26.5,24.75,25.75,23.25,25.75,true
1687859017.220217805s,49.75,26.5,24.75,25.75,23.25,25.75,true
1687859017.228910723s,49.75,26.5,24.75,25.75,23.25,25.75,true
1687859017.23662865s,49.75,26.5,24.75,25.6875,23.25,25.75,true
1687859017.245171569s,49.75,26.5,24.75,25.6875,23.25,25.75,true
1687859017.252843496s,49.75,26.5,24.75,25.6875,24.25,25.75,true
1687859017.260604422s,49.75,26.5,24.75,25.6875,24.25,25.75,true
1687859017.26821635s,49.75,26.5,24.75,25.6875,24.25,25.75,true
1687859017.276742269s,49.75,26.5,22,25.6875,24.25,25.75,true
1687859017.284337197s,49.75,26.5,22,25.6875,24.25,25.75,true
1687859017.293057115s,49.75,26.5,22,25.6875,24.25,25.8125,true
1687859017.30097504s,50,26.5,22,25.6875,24.25,25.8125,true
1687859017.309179962s,50,26.5,22,25.6875,24.25,25.8125,true
1687859017.31670989s,50,26.5,22,25.6875,24.25,25.8125,true
1687859017.324809814s,50,26.5,22,25.6875,24.25,25.8125,true
1687859017.332964736s,50,26.5,22,25.6875,23.25,25.8125,true
1687859017.340562664s,50,26.5,22,25.6875,23.25,25.8125,true
1687859017.349195582s,50,26.5,24.5,25.6875,23.25,25.8125,true
1687859017.508936068s,50,26.5,23.25,25.6875,24.75,25.75,true
1687859017.517642985s,50.25,26.5,23.25,25.6875,24.75,25.75,true
1687859017.525190913s,50.25,26.5,23.25,25.6875,24.75,25.75,true
1687859017.532745842s,50.25,26.5,23.25,25.6875,24.75,25.75,true
1687859017.540383769s,50.25,26.5,23.25,25.6875,24.75,25.75,true
1687859017.549019687s,50.25,26.5,23.25,25.6875,24.75,25.75,true
1687859017.556553616s,50.25,26.5,23.25,25.6875,24,25.75,true
1687859017.564394542s,50.25,26.5,23.25,25.6875,24,25.75,true
1687859017.573074459s,50.25,26.5,22.5,25.6875,24,25.75,true
1687859017.580843386s,50.25,26.5,22.5,25.6875,24,25.75,true
1687859017.588564312s,50.25,26.5,22.5,25.6875,24,25.75,true
1687859017.597104232s,50.25,26.5,22.5,25.6875,24,25.75,true
1687859017.60464016s,50.25,26.5,22.5,25.6875,24,25.75,true
1687859017.613148079s,50.25,26.5,22.5,25.75,24,25.75,true
1687859017.620757007s,50.25,26.5,22.5,25.75,24,25.75,true
1687859017.628361935s,50.25,26.5,22.5,25.75,23,25.75,true
1687859017.636902854s,50.25,26.5,22.5,25.75,23,25.75,true
1687859017.644405783s,50.25,26.5,26.25,25.75,23,25.75,true
1687859017.652964702s,50.25,26.5,26.25,25.75,23,25.75,true
1687859017.660955626s,50.25,26.5,26.25,25.75,23,25.75,true
1687859017.669771542s,50.25,26.5,26.25,25.75,23,25.8125,true
1687859017.676593478s,50.25,26.5,26.25,25.75,23,25.8125,true
1687859017.684902399s,50.25,26.5,26.25,25.6875,23,25.8125,true
1687859017.693702316s,50.25,26.5,26.25,25.6875,23,25.8125,true
1687859017.700700249s,50.25,26.5,26.25,25.6875,24,25.8125,true
1687859017.708812172s,50.25,26.5,26.25,25.6875,24,25.8125,true
1687859017.717087094s,50.25,26.5,24.75,25.6875,24,25.8125,true
1687859017.724679022s,50.25,26.5,24.75,25.6875,24,25.8125,true
1687859017.733214941s,50.25,26.5,24.75,25.6875,24,25.8125,true
1687859017.740760869s,50.25,26.5,24.75,25.6875,24,25.8125,true
1687859017.748396797s,50.25,26.5,24.75,25.6875,24,25.8125,true
1687859017.757425711s,50.25,26.5,24.75,25.6875,24,25.8125,true
1687859017.76497164s,50.25,26.5,24.75,25.6875,24,25.8125,true
1687859017.772651567s,50.25,26.5,24.75,25.6875,24.25,25.8125,true
1687859017.78080249s,50.25,26.5,24.75,25.6875,24.25,25.8125,true
1687859017.788814414s,50.25,26.5,24.75,25.6875,24.25,25.8125,true
1687859017.796698339s,50.25,26.5,22.25,25.6875,24.25,25.8125,true
1687859017.804595264s,50.25,26.5,22.25,25.6875,24.25,25.8125,true
1687859017.813140183s,50.25,26.5,22.25,25.6875,24.25,25.75,true
1687859017.820734111s,50.25,26.5,22.25,25.6875,24.25,25.75,true
1687859017.828903033s,50.25,26.5,22.25,25.6875,24.25,25.75,true
1687859017.836445962s,50.25,26.5,22.25,25.75,24.25,25.75,true
1687859017.844960881s,50.25,26.5,22.25,25.75,24.25,25.75,true
1687859017.852989805s,50.25,26.5,22.25,25.75,24,25.75,true
1687859017.861101728s,50.25,26.5,22.25,25.75,24,25.75,true
1687859017.868515658s,50.25,26.5,24.5,25.75,24,25.75,true
1687859018.02855814s,50.5,26.5,23.25,25.6875,24.75,25.8125,true
1687859018.036744063s,50.5,26.5,23.25,25.6875,24.75,25.8125,true
1687859018.044508989s,50.5,26.5,23.25,25.6875,24.75,25.8125,true
1687859018.053058908s,50.5,26.5,23.25,25.6875,24.75,25.8125,true
1687859018.060636836s,50.5,26.5,23.25,25.6875,24.75,25.8125,true
1687859018.068269764s,50.5,26.5,23.25,25.6875,24.75,25.8125,true
1687859018.076794683s,50.5,26.5,23.25,25.6875,23.25,25.8125,true
1687859018.084366611s,50.5,26.5,23.25,25.6875,23.25,25.8125,true
1687859018.09295053s,50.5,26.5,23.5,25.6875,23.25,25.8125,true
1687859018.100545458s,50.5,26.5,23.5,25.6875,23.25,25.8125,true
1687859018.109131376s,50.5,26.5,23.5,25.6875,23.25,25.8125,true
1687859018.116657305s,50.5,26.5,23.5,25.6875,23.25,25.75,true
1687859018.124226233s,50.5,26.5,23.5,25.6875,23.25,25.75,true
1687859018.132757152s,50.5,26.5,23.5,25.6875,23.25,25.75,true
1687859018.14039408s,50.5,26.5,23.5,25.6875,23.25,25.75,true
1687859018.149010998s,50.5,26.5,23.5,25.6875,23.75,25.75,true
1687859018.156565926s,50.5,26.5,23.5,25.6875,23.75,25.75,true
1687859018.165027846s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.173157769s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.180718697s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.188282626s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.196416548s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.204806469s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.212330398s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.220766318s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.22892024s,50.5,26.5,26.25,25.6875,23.75,25.75,true
1687859018.236231171s,50.5,26.5,23.75,25.6875,23.75,25.75,true
1687859018.24478309s,50.5,26.5,23.75,25.6875,23.75,25.75,true
1687859018.252324018s,50.5,26.5,23.75,25.6875,23.75,25.75,true
1687859018.260947937s,50.5,26.5,23.75,25.6875,23.75,25.75,true
1687859018.268603864s,50.5,26.5,23.75,25.6875,23.75,25.75,true
1687859018.277081784s,50.5,26.5,23.75,25.6875,23.75,25.75,true
1687859018.284648712s,50.5,26.5,23.75,25.6875,23.75,25.75,true
1687859018.293101632s,50.5,26.5,23.75,25.6875,24.25,25.75,true
1687859018.300940557s,50.5,26.4375,23.75,25.6875,24.25,25.75,true
1687859018.308771483s,50.5,26.4375,22,25.6875,24.25,25.75,true
1687859018.316993405s,50.5,26.4375,22,25.6875,24.25,25.75,true
1687859018.324583333s,50.5,26.4375,22,25.6875,24.25,25.75,true
1687859018.333116252s,50.5,26.4375,22,25.6875,24.25,25.8125,true
1687859018.340782179s,50.5,26.4375,22,25.6875,24.25,25.8125,true
1687859018.349074101s,50.5,26.4375,22,25.6875,24.25,25.8125,true
1687859018.356655029s,50.5,26.4375,22,25.6875,24.25,25.8125,true
1687859018.365208948s,50.5,26.4375,22,25.6875,24.25,25.8125,true
1687859018.372804876s,50.5,26.5,22,25.6875,23.75,25.8125,true
1687859018.380384804s,50.5,26.5,22,25.6875,23.75,25.8125,true
1687859018.389083721s,50.5,26.5,25,25.6875,23.75,25.8125,true
1687859018.548416211s,50.75,26.5,22.25,25.6875,24.75,25.75,true
1687859018.556567133s,50.75,26.5,22.25,25.6875,24.75,25.8125,true
1687859018.564718056s,50.75,26.5,22.25,25.6875,24.75,25.8125,true
1687859018.572253985s,50.75,26.5,22.25,25.6875,24.75,25.8125,true
1687859018.580926902s,50.75,26.5,22.25,25.6875,24.75,25.8125,true
1687859018.58858683s,50.75,26.5,22.25,25.6875,24.75,25.8125,true
1687859018.597117749s,50.75,26.4375,22.25,25.6875,24,25.8125,true
1687859018.604786676s,50.75,26.4375,22.25,25.6875,24,25.8125,true
1687859018.6128386s,50.75,26.4375,23.5,25.6875,24,25.8125,true
1687859018.77311508s,50.75,26.5,24,25.6875,24.75,25.75,true
1687859018.780252012s,51,26.5,24,25.6875,24.75,25.75,true
1687859018.78888593s,51,26.5,24,25.6875,24.75,25.75,true
1687859018.796405859s,51,26.5,24,25.6875,24.75,25.75,true
1687859018.804238785s,51,26.5,24,25.6875,24.75,25.75,true
1687859018.812381708s,51,26.5,24,25.6875,24.75,25.75,true
1687859018.821035625s,51,26.4375,24,25.6875,23,25.75,true
1687859018.828932551s,51,26.4375,22.25,25.6875,23,25.75,true
1687859018.836844476s,51,26.4375,22.25,25.6875,23,25.75,true
1687859018.844965399s,51,26.4375,22.25,25.6875,23,25.75,true
1687859018.852646326s,50.75,26.4375,22.25,25.6875,23,25.75,true
1687859018.860286253s,50.75,26.4375,22.25,25.6875,23,25.75,true
