time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal
1687118275.588043302s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.620046975s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.652682642s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.684616316s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.716271992s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.747899669s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.780048341s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.812869006s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.844306685s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.876519356s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.908201032s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.9407437s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.971912381s,28.25,27.1875,27,26.1875,27.25,26.375
1687118276.004576048s,28.25,27.1875,27,26.1875,27.25,26.375
1687118276.036404723s,28.25,27.25,27,26.1875,27.25,26.375
1687118276.068494395s,28.25,27.25,27,26.1875,27.25,26.375
1687118276.101436058s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.132462742s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.164077419s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.196102092s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.228908757s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.26087043s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118276.292481107s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118276.324118784s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118276.356949449s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.388082131s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.420699798s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.45276547s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.484632145s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118276.516874815s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118276.548493492s,28.25,27.1875,27,26.1875,27.25,26.375
1687118276.580440166s,28.25,27.25,27,26.1875,27.25,26.375
1687118276.612021844s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.643992517s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.676289187s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.707956864s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118276.740206534s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118276.772206208s,28.25,27.1875,27,26.1875,27.25,26.375
1687118276.804842874s,28.25,27.25,27,26.1875,27.25,26.375
1687118276.836002556s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.868268227s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.900806894s,28.25,27.25,27,26.1875,27.25,26.3125
1687118276.931977576s,28.25,27.25,27,26.1875,27.25,26.375
1687118276.964603243s,28.25,27.25,27,26.1875,27.25,26.375
1687118276.996411918s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.028194593s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118277.060067268s,28.25,27.1875,27,26.1875,27.25,26.375
1687118277.092032941s,28.25,27.25,27,26.1875,27.25,26.375
1687118277.124679608s,28.25,27.25,27,26.1875,27.25,26.375
1687118277.156927278s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118277.188383957s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118277.219925635s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118277.252102306s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.284766973s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.316644647s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118277.348752319s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118277.380315997s,28.25,27.25,27,26.1875,27.25,26.375
1687118277.41334266s,28.25,27.25,27,26.1875,27.25,26.375
1687118277.444143345s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.476192018s,28.25,27.25,27,26.1875,27.25,26.3125
